id,code,country_code,parent_id,level,name,native_name,is_active,sort_order,created_at,updated_at
199,,TW,11,2,西螺鎮,西螺鎮,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
200,,TW,11,2,二崙鄉,二崙鄉,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
201,,TW,11,2,北港鎮,北港鎮,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
202,,TW,11,2,水林鄉,水林鄉,1,17,2/12/2025 11:44:23,2/12/2025 11:44:23
203,,TW,11,2,口湖鄉,口湖鄉,1,18,2/12/2025 11:44:23,2/12/2025 11:44:23
204,,TW,11,2,四湖鄉,四湖鄉,1,19,2/12/2025 11:44:23,2/12/2025 11:44:23
205,,TW,11,2,元長鄉,元長鄉,1,20,2/12/2025 11:44:23,2/12/2025 11:44:23
206,,TW,12,2,東區,東區,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
207,,TW,12,2,西區,西區,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
208,,TW,13,2,番路鄉,番路鄉,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
209,,TW,13,2,梅山鄉,梅山鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
210,,TW,13,2,竹崎鄉,竹崎鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
211,,TW,13,2,阿里山鄉,阿里山鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
212,,TW,13,2,中埔鄉,中埔鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
213,,TW,13,2,大埔鄉,大埔鄉,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
214,,TW,13,2,水上鄉,水上鄉,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
215,,TW,13,2,鹿草鄉,鹿草鄉,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
216,,TW,13,2,太保市,太保市,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
217,,TW,13,2,朴子市,朴子市,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
218,,TW,13,2,東石鄉,東石鄉,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
219,,TW,13,2,六腳鄉,六腳鄉,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
220,,TW,13,2,新港鄉,新港鄉,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
221,,TW,13,2,民雄鄉,民雄鄉,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
222,,TW,13,2,大林鎮,大林鎮,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
223,,TW,13,2,溪口鄉,溪口鄉,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
224,,TW,13,2,義竹鄉,義竹鄉,1,17,2/12/2025 11:44:23,2/12/2025 11:44:23
225,,TW,13,2,布袋鎮,布袋鎮,1,18,2/12/2025 11:44:23,2/12/2025 11:44:23
226,,TW,14,2,中西區,中西區,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
227,,TW,14,2,東區,東區,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
228,,TW,14,2,南區,南區,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
229,,TW,14,2,北區,北區,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
230,,TW,14,2,安平區,安平區,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
231,,TW,14,2,安南區,安南區,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
232,,TW,14,2,永康區,永康區,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
233,,TW,14,2,歸仁區,歸仁區,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
234,,TW,14,2,新化區,新化區,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
235,,TW,14,2,左鎮區,左鎮區,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
236,,TW,14,2,玉井區,玉井區,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
237,,TW,14,2,楠西區,楠西區,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
238,,TW,14,2,南化區,南化區,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
239,,TW,14,2,仁德區,仁德區,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
240,,TW,14,2,關廟區,關廟區,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
241,,TW,14,2,龍崎區,龍崎區,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
242,,TW,14,2,官田區,官田區,1,17,2/12/2025 11:44:23,2/12/2025 11:44:23
243,,TW,14,2,麻豆區,麻豆區,1,18,2/12/2025 11:44:23,2/12/2025 11:44:23
244,,TW,14,2,佳里區,佳里區,1,19,2/12/2025 11:44:23,2/12/2025 11:44:23
245,,TW,14,2,西港區,西港區,1,20,2/12/2025 11:44:23,2/12/2025 11:44:23
246,,TW,14,2,七股區,七股區,1,21,2/12/2025 11:44:23,2/12/2025 11:44:23
247,,TW,14,2,將軍區,將軍區,1,22,2/12/2025 11:44:23,2/12/2025 11:44:23
248,,TW,14,2,學甲區,學甲區,1,23,2/12/2025 11:44:23,2/12/2025 11:44:23
249,,TW,14,2,北門區,北門區,1,24,2/12/2025 11:44:23,2/12/2025 11:44:23
250,,TW,14,2,新營區,新營區,1,25,2/12/2025 11:44:23,2/12/2025 11:44:23
251,,TW,14,2,後壁區,後壁區,1,26,2/12/2025 11:44:23,2/12/2025 11:44:23
252,,TW,14,2,白河區,白河區,1,27,2/12/2025 11:44:23,2/12/2025 11:44:23
253,,TW,14,2,東山區,東山區,1,28,2/12/2025 11:44:23,2/12/2025 11:44:23
254,,TW,14,2,六甲區,六甲區,1,29,2/12/2025 11:44:23,2/12/2025 11:44:23
255,,TW,14,2,下營區,下營區,1,30,2/12/2025 11:44:23,2/12/2025 11:44:23
256,,TW,14,2,柳營區,柳營區,1,31,2/12/2025 11:44:23,2/12/2025 11:44:23
257,,TW,14,2,鹽水區,鹽水區,1,32,2/12/2025 11:44:23,2/12/2025 11:44:23
258,,TW,14,2,善化區,善化區,1,33,2/12/2025 11:44:23,2/12/2025 11:44:23
259,,TW,14,2,大內區,大內區,1,34,2/12/2025 11:44:23,2/12/2025 11:44:23
260,,TW,14,2,山上區,山上區,1,35,2/12/2025 11:44:23,2/12/2025 11:44:23
261,,TW,14,2,新市區,新市區,1,36,2/12/2025 11:44:23,2/12/2025 11:44:23
262,,TW,14,2,安定區,安定區,1,37,2/12/2025 11:44:23,2/12/2025 11:44:23
263,,TW,15,2,新興區,新興區,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
264,,TW,15,2,前金區,前金區,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
265,,TW,15,2,苓雅區,苓雅區,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
266,,TW,15,2,鹽埕區,鹽埕區,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
267,,TW,15,2,鼓山區,鼓山區,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
268,,TW,15,2,旗津區,旗津區,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
269,,TW,15,2,前鎮區,前鎮區,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
270,,TW,15,2,三民區,三民區,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
271,,TW,15,2,楠梓區,楠梓區,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
272,,TW,15,2,小港區,小港區,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
273,,TW,15,2,左營區,左營區,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
274,,TW,15,2,仁武區,仁武區,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
275,,TW,15,2,大社區,大社區,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
276,,TW,15,2,東沙群島,東沙群島,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
277,,TW,15,2,南沙群島,南沙群島,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
278,,TW,15,2,岡山區,岡山區,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
279,,TW,15,2,路竹區,路竹區,1,17,2/12/2025 11:44:23,2/12/2025 11:44:23
280,,TW,15,2,阿蓮區,阿蓮區,1,18,2/12/2025 11:44:23,2/12/2025 11:44:23
281,,TW,15,2,田寮區,田寮區,1,19,2/12/2025 11:44:23,2/12/2025 11:44:23
282,,TW,15,2,燕巢區,燕巢區,1,20,2/12/2025 11:44:23,2/12/2025 11:44:23
283,,TW,15,2,橋頭區,橋頭區,1,21,2/12/2025 11:44:23,2/12/2025 11:44:23
284,,TW,15,2,梓官區,梓官區,1,22,2/12/2025 11:44:23,2/12/2025 11:44:23
285,,TW,15,2,彌陀區,彌陀區,1,23,2/12/2025 11:44:23,2/12/2025 11:44:23
286,,TW,15,2,永安區,永安區,1,24,2/12/2025 11:44:23,2/12/2025 11:44:23
287,,TW,15,2,湖內區,湖內區,1,25,2/12/2025 11:44:23,2/12/2025 11:44:23
288,,TW,15,2,鳳山區,鳳山區,1,26,2/12/2025 11:44:23,2/12/2025 11:44:23
289,,TW,15,2,大寮區,大寮區,1,27,2/12/2025 11:44:23,2/12/2025 11:44:23
290,,TW,15,2,林園區,林園區,1,28,2/12/2025 11:44:23,2/12/2025 11:44:23
291,,TW,15,2,鳥松區,鳥松區,1,29,2/12/2025 11:44:23,2/12/2025 11:44:23
292,,TW,15,2,大樹區,大樹區,1,30,2/12/2025 11:44:23,2/12/2025 11:44:23
293,,TW,15,2,旗山區,旗山區,1,31,2/12/2025 11:44:23,2/12/2025 11:44:23
294,,TW,15,2,美濃區,美濃區,1,32,2/12/2025 11:44:23,2/12/2025 11:44:23
295,,TW,15,2,六龜區,六龜區,1,33,2/12/2025 11:44:23,2/12/2025 11:44:23
296,,TW,15,2,內門區,內門區,1,34,2/12/2025 11:44:23,2/12/2025 11:44:23
297,,TW,15,2,杉林區,杉林區,1,35,2/12/2025 11:44:23,2/12/2025 11:44:23
298,,TW,15,2,甲仙區,甲仙區,1,36,2/12/2025 11:44:23,2/12/2025 11:44:23
299,,TW,15,2,桃源區,桃源區,1,37,2/12/2025 11:44:23,2/12/2025 11:44:23
300,,TW,15,2,那瑪夏區,那瑪夏區,1,38,2/12/2025 11:44:23,2/12/2025 11:44:23
301,,TW,15,2,茂林區,茂林區,1,39,2/12/2025 11:44:23,2/12/2025 11:44:23
302,,TW,15,2,茄萣區,茄萣區,1,40,2/12/2025 11:44:23,2/12/2025 11:44:23
303,,TW,16,2,屏東市,屏東市,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
304,,TW,16,2,三地門鄉,三地門鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
305,,TW,16,2,霧臺鄉,霧臺鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
306,,TW,16,2,瑪家鄉,瑪家鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
307,,TW,16,2,九如鄉,九如鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
308,,TW,16,2,里港鄉,里港鄉,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
309,,TW,16,2,高樹鄉,高樹鄉,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
310,,TW,16,2,鹽埔鄉,鹽埔鄉,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
311,,TW,16,2,長治鄉,長治鄉,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
312,,TW,16,2,麟洛鄉,麟洛鄉,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
313,,TW,16,2,竹田鄉,竹田鄉,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
314,,TW,16,2,內埔鄉,內埔鄉,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
315,,TW,16,2,萬丹鄉,萬丹鄉,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
316,,TW,16,2,潮州鎮,潮州鎮,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
317,,TW,16,2,泰武鄉,泰武鄉,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
318,,TW,16,2,來義鄉,來義鄉,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
319,,TW,16,2,萬巒鄉,萬巒鄉,1,17,2/12/2025 11:44:23,2/12/2025 11:44:23
320,,TW,16,2,崁頂鄉,崁頂鄉,1,18,2/12/2025 11:44:23,2/12/2025 11:44:23
321,,TW,16,2,新埤鄉,新埤鄉,1,19,2/12/2025 11:44:23,2/12/2025 11:44:23
322,,TW,16,2,南州鄉,南州鄉,1,20,2/12/2025 11:44:23,2/12/2025 11:44:23
323,,TW,16,2,林邊鄉,林邊鄉,1,21,2/12/2025 11:44:23,2/12/2025 11:44:23
324,,TW,16,2,東港鎮,東港鎮,1,22,2/12/2025 11:44:23,2/12/2025 11:44:23
325,,TW,16,2,琉球鄉,琉球鄉,1,23,2/12/2025 11:44:23,2/12/2025 11:44:23
326,,TW,16,2,佳冬鄉,佳冬鄉,1,24,2/12/2025 11:44:23,2/12/2025 11:44:23
327,,TW,16,2,新園鄉,新園鄉,1,25,2/12/2025 11:44:23,2/12/2025 11:44:23
328,,TW,16,2,枋寮鄉,枋寮鄉,1,26,2/12/2025 11:44:23,2/12/2025 11:44:23
329,,TW,16,2,枋山鄉,枋山鄉,1,27,2/12/2025 11:44:23,2/12/2025 11:44:23
330,,TW,16,2,春日鄉,春日鄉,1,28,2/12/2025 11:44:23,2/12/2025 11:44:23
331,,TW,16,2,獅子鄉,獅子鄉,1,29,2/12/2025 11:44:23,2/12/2025 11:44:23
332,,TW,16,2,車城鄉,車城鄉,1,30,2/12/2025 11:44:23,2/12/2025 11:44:23
333,,TW,16,2,牡丹鄉,牡丹鄉,1,31,2/12/2025 11:44:23,2/12/2025 11:44:23
334,,TW,16,2,恆春鎮,恆春鎮,1,32,2/12/2025 11:44:23,2/12/2025 11:44:23
335,,TW,16,2,滿州鄉,滿州鄉,1,33,2/12/2025 11:44:23,2/12/2025 11:44:23
336,,TW,17,2,臺東市,臺東市,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
337,,TW,17,2,綠島鄉,綠島鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
338,,TW,17,2,蘭嶼鄉,蘭嶼鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
339,,TW,17,2,延平鄉,延平鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
340,,TW,17,2,卑南鄉,卑南鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
341,,TW,17,2,鹿野鄉,鹿野鄉,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
342,,TW,17,2,關山鎮,關山鎮,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
343,,TW,17,2,海端鄉,海端鄉,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
344,,TW,17,2,池上鄉,池上鄉,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
345,,TW,17,2,東河鄉,東河鄉,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
346,,TW,17,2,成功鎮,成功鎮,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
347,,TW,17,2,長濱鄉,長濱鄉,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
348,,TW,17,2,太麻里鄉,太麻里鄉,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
349,,TW,17,2,金峰鄉,金峰鄉,1,14,2/12/2025 11:44:23,2/12/2025 11:44:23
350,,TW,17,2,大武鄉,大武鄉,1,15,2/12/2025 11:44:23,2/12/2025 11:44:23
351,,TW,17,2,達仁鄉,達仁鄉,1,16,2/12/2025 11:44:23,2/12/2025 11:44:23
352,,TW,18,2,花蓮市,花蓮市,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
353,,TW,18,2,新城鄉,新城鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
354,,TW,18,2,秀林鄉,秀林鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
355,,TW,18,2,吉安鄉,吉安鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
356,,TW,18,2,壽豐鄉,壽豐鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
357,,TW,18,2,鳳林鎮,鳳林鎮,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
358,,TW,18,2,光復鄉,光復鄉,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
359,,TW,18,2,豐濱鄉,豐濱鄉,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
360,,TW,18,2,瑞穗鄉,瑞穗鄉,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
361,,TW,18,2,萬榮鄉,萬榮鄉,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
362,,TW,18,2,玉里鎮,玉里鎮,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
363,,TW,18,2,卓溪鄉,卓溪鄉,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
364,,TW,18,2,富里鄉,富里鄉,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
365,,TW,19,2,宜蘭市,宜蘭市,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
366,,TW,19,2,頭城鎮,頭城鎮,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
367,,TW,19,2,礁溪鄉,礁溪鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
368,,TW,19,2,壯圍鄉,壯圍鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
369,,TW,19,2,員山鄉,員山鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
370,,TW,19,2,羅東鎮,羅東鎮,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
371,,TW,19,2,三星鄉,三星鄉,1,7,2/12/2025 11:44:23,2/12/2025 11:44:23
372,,TW,19,2,大同鄉,大同鄉,1,8,2/12/2025 11:44:23,2/12/2025 11:44:23
373,,TW,19,2,五結鄉,五結鄉,1,9,2/12/2025 11:44:23,2/12/2025 11:44:23
374,,TW,19,2,冬山鄉,冬山鄉,1,10,2/12/2025 11:44:23,2/12/2025 11:44:23
375,,TW,19,2,蘇澳鎮,蘇澳鎮,1,11,2/12/2025 11:44:23,2/12/2025 11:44:23
376,,TW,19,2,南澳鄉,南澳鄉,1,12,2/12/2025 11:44:23,2/12/2025 11:44:23
377,,TW,19,2,釣魚臺,釣魚臺,1,13,2/12/2025 11:44:23,2/12/2025 11:44:23
378,,TW,20,2,馬公市,馬公市,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
379,,TW,20,2,西嶼鄉,西嶼鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
380,,TW,20,2,望安鄉,望安鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
381,,TW,20,2,七美鄉,七美鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
382,,TW,20,2,白沙鄉,白沙鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
383,,TW,20,2,湖西鄉,湖西鄉,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
384,,TW,21,2,金沙鎮,金沙鎮,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
385,,TW,21,2,金湖鎮,金湖鎮,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
386,,TW,21,2,金寧鄉,金寧鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
387,,TW,21,2,金城鎮,金城鎮,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
388,,TW,21,2,烈嶼鄉,烈嶼鄉,1,5,2/12/2025 11:44:23,2/12/2025 11:44:23
389,,TW,21,2,烏坵鄉,烏坵鄉,1,6,2/12/2025 11:44:23,2/12/2025 11:44:23
390,,TW,22,2,南竿鄉,南竿鄉,1,1,2/12/2025 11:44:23,2/12/2025 11:44:23
391,,TW,22,2,北竿鄉,北竿鄉,1,2,2/12/2025 11:44:23,2/12/2025 11:44:23
392,,TW,22,2,莒光鄉,莒光鄉,1,3,2/12/2025 11:44:23,2/12/2025 11:44:23
393,,TW,22,2,東引鄉,東引鄉,1,4,2/12/2025 11:44:23,2/12/2025 11:44:23
500,,TW,0,2,自取區,自取區,1,38,2/12/2025 11:44:23,2/12/2025 11:44:23
